video_id,label,frames,label_id,shape,format
17110,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17115,Stop Sign,37,14,"(100, 176)",JPEG
17125,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
17127,Doing other things,37,0,"(100, 176)",JPEG
17128,Doing other things,37,0,"(100, 176)",JPEG
17129,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
17133,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17159,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
17168,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17189,Doing other things,37,0,"(100, 176)",JPEG
17197,Stop Sign,37,14,"(100, 176)",JPEG
17198,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17206,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17218,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17220,Doing other things,37,0,"(100, 176)",JPEG
17243,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17283,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17294,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17303,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17309,Stop Sign,37,14,"(100, 176)",JPEG
17311,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17316,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17317,Doing other things,37,0,"(100, 176)",JPEG
17325,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17365,Doing other things,37,0,"(100, 176)",JPEG
17373,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
17380,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17384,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17389,Doing other things,37,0,"(100, 176)",JPEG
17421,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17434,Doing other things,37,0,"(100, 176)",JPEG
17440,Doing other things,37,0,"(100, 176)",JPEG
17445,Stop Sign,37,14,"(100, 176)",JPEG
17453,Doing other things,37,0,"(100, 176)",JPEG
17491,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
17499,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
17500,Doing other things,37,0,"(100, 176)",JPEG
17508,Doing other things,37,0,"(100, 132)",JPEG
17512,Doing other things,37,0,"(100, 176)",JPEG
17525,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17549,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17553,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17561,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
17573,Doing other things,37,0,"(100, 176)",JPEG
17583,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17588,Doing other things,37,0,"(100, 176)",JPEG
17589,Doing other things,37,0,"(100, 176)",JPEG
17598,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
17612,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17622,Doing other things,37,0,"(100, 176)",JPEG
17644,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17647,Doing other things,37,0,"(100, 176)",JPEG
17649,Doing other things,37,0,"(100, 176)",JPEG
17650,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17653,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17678,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17681,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17702,Doing other things,37,0,"(100, 176)",JPEG
17712,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17714,Doing other things,37,0,"(100, 176)",JPEG
17723,Stop Sign,37,14,"(100, 132)",JPEG
17729,Doing other things,37,0,"(100, 176)",JPEG
17737,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
17742,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17745,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17772,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
17790,Doing other things,37,0,"(100, 176)",JPEG
17792,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17821,Doing other things,37,0,"(100, 176)",JPEG
17859,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17862,Doing other things,37,0,"(100, 176)",JPEG
17867,Stop Sign,37,14,"(100, 176)",JPEG
17876,Stop Sign,37,14,"(100, 176)",JPEG
17890,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
17893,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
17902,Doing other things,37,0,"(100, 176)",JPEG
17909,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
17918,Doing other things,37,0,"(100, 176)",JPEG
17939,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
17984,Doing other things,37,0,"(100, 176)",JPEG
17987,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
17990,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18001,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18032,Doing other things,37,0,"(100, 132)",JPEG
18034,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18035,Doing other things,37,0,"(100, 176)",JPEG
18036,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
18039,Doing other things,37,0,"(100, 132)",JPEG
18053,Stop Sign,37,14,"(100, 176)",JPEG
18083,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
18106,Stop Sign,37,14,"(100, 176)",JPEG
18111,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18113,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18115,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18116,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18126,Doing other things,37,0,"(100, 176)",JPEG
18146,Doing other things,37,0,"(100, 176)",JPEG
18150,Doing other things,37,0,"(100, 176)",JPEG
18155,Doing other things,37,0,"(100, 176)",JPEG
18170,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18171,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
18174,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
18175,Doing other things,37,0,"(100, 176)",JPEG
18185,Stop Sign,37,14,"(100, 132)",JPEG
18190,Doing other things,37,0,"(100, 176)",JPEG
18193,Doing other things,37,0,"(100, 176)",JPEG
18197,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
18217,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18225,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18227,Doing other things,37,0,"(100, 176)",JPEG
18238,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18244,Stop Sign,37,14,"(100, 176)",JPEG
18247,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18254,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18258,Stop Sign,37,14,"(100, 176)",JPEG
18260,Doing other things,37,0,"(100, 132)",JPEG
18270,Stop Sign,37,14,"(100, 176)",JPEG
18281,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
18306,Doing other things,37,0,"(100, 132)",JPEG
18307,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
18328,Doing other things,37,0,"(100, 176)",JPEG
18344,Doing other things,37,0,"(100, 176)",JPEG
18355,Stop Sign,37,14,"(100, 132)",JPEG
18361,Stop Sign,37,14,"(100, 176)",JPEG
18378,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18391,Doing other things,37,0,"(100, 176)",JPEG
18393,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18396,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18414,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18421,Doing other things,37,0,"(100, 132)",JPEG
18422,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18424,Doing other things,37,0,"(100, 176)",JPEG
18429,Doing other things,37,0,"(100, 176)",JPEG
18436,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18441,Doing other things,37,0,"(100, 176)",JPEG
18447,Stop Sign,37,14,"(100, 176)",JPEG
18450,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18478,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18481,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18484,Doing other things,37,0,"(100, 176)",JPEG
18485,Stop Sign,37,14,"(100, 176)",JPEG
18491,Doing other things,37,0,"(100, 132)",JPEG
18493,Doing other things,37,0,"(100, 176)",JPEG
18494,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18502,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
18531,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18555,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18556,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18570,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18581,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
18598,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18604,Stop Sign,37,14,"(100, 176)",JPEG
18626,Stop Sign,37,14,"(100, 176)",JPEG
18631,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18642,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18657,Stop Sign,37,14,"(100, 176)",JPEG
18661,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18667,Stop Sign,37,14,"(100, 176)",JPEG
18677,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18678,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18684,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18711,Doing other things,37,0,"(100, 176)",JPEG
18717,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18721,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18723,Stop Sign,37,14,"(100, 176)",JPEG
18736,Stop Sign,37,14,"(100, 176)",JPEG
18742,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18752,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18761,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18769,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18776,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18777,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18787,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18788,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18808,Stop Sign,37,14,"(100, 176)",JPEG
18815,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18819,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
18822,Stop Sign,37,14,"(100, 132)",JPEG
18834,Doing other things,37,0,"(100, 176)",JPEG
18872,Stop Sign,37,14,"(100, 132)",JPEG
18888,Stop Sign,37,14,"(100, 176)",JPEG
18892,Doing other things,37,0,"(100, 176)",JPEG
18893,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18909,Stop Sign,37,14,"(100, 176)",JPEG
18916,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
18921,Stop Sign,37,14,"(100, 176)",JPEG
18925,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
18937,Doing other things,37,0,"(100, 176)",JPEG
18957,Doing other things,37,0,"(100, 176)",JPEG
18959,Doing other things,37,0,"(100, 132)",JPEG
18970,Doing other things,37,0,"(100, 176)",JPEG
18976,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
18988,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19009,Doing other things,37,0,"(100, 176)",JPEG
19084,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19085,Stop Sign,37,14,"(100, 176)",JPEG
19094,Doing other things,37,0,"(100, 176)",JPEG
19112,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
19131,Doing other things,37,0,"(100, 176)",JPEG
19135,Sliding Two Fingers Right,37,12,"(100, 100)",JPEG
19157,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19167,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
19179,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19223,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19243,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19250,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19260,Doing other things,37,0,"(100, 176)",JPEG
19274,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19319,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
19341,Doing other things,37,0,"(100, 176)",JPEG
19387,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
19396,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19397,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
19424,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
19428,Stop Sign,37,14,"(100, 176)",JPEG
19451,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19457,Doing other things,37,0,"(100, 132)",JPEG
19466,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19502,Stop Sign,37,14,"(100, 176)",JPEG
19503,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19508,Stop Sign,37,14,"(100, 176)",JPEG
19520,Stop Sign,37,14,"(100, 132)",JPEG
19522,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
19531,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
19536,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19545,Doing other things,37,0,"(100, 176)",JPEG
19560,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19581,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19605,Doing other things,37,0,"(100, 176)",JPEG
19634,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19641,Doing other things,37,0,"(100, 176)",JPEG
19658,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19677,Stop Sign,37,14,"(100, 176)",JPEG
19680,Doing other things,37,0,"(100, 132)",JPEG
19685,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19698,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
19703,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
19708,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19717,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19732,Doing other things,37,0,"(100, 176)",JPEG
19740,Doing other things,37,0,"(100, 176)",JPEG
19744,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19751,Doing other things,37,0,"(100, 176)",JPEG
19754,Stop Sign,37,14,"(100, 176)",JPEG
19764,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19770,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
19773,Stop Sign,37,14,"(100, 176)",JPEG
19780,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
19803,Doing other things,37,0,"(100, 176)",JPEG
19814,Doing other things,37,0,"(100, 176)",JPEG
19826,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19828,Doing other things,37,0,"(100, 176)",JPEG
19848,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19899,Doing other things,37,0,"(100, 176)",JPEG
19912,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
19918,Stop Sign,37,14,"(100, 176)",JPEG
19930,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19957,Doing other things,37,0,"(100, 176)",JPEG
19976,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19980,Doing other things,37,0,"(100, 176)",JPEG
19988,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
19991,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
19994,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20017,Doing other things,37,0,"(100, 176)",JPEG
20031,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20073,Doing other things,37,0,"(100, 176)",JPEG
20092,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20094,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20096,Doing other things,37,0,"(100, 176)",JPEG
20099,Stop Sign,37,14,"(100, 176)",JPEG
20119,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
20120,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20124,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20138,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20144,Doing other things,37,0,"(100, 132)",JPEG
20152,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20167,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
20183,Doing other things,37,0,"(100, 176)",JPEG
20231,Stop Sign,37,14,"(100, 176)",JPEG
20243,Doing other things,37,0,"(100, 176)",JPEG
20252,Doing other things,37,0,"(100, 176)",JPEG
20262,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20265,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
20267,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
20270,Doing other things,37,0,"(100, 176)",JPEG
20278,Stop Sign,37,14,"(100, 176)",JPEG
20280,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20292,Doing other things,37,0,"(100, 176)",JPEG
20301,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20318,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
20339,Doing other things,37,0,"(100, 132)",JPEG
20354,Doing other things,37,0,"(100, 176)",JPEG
20358,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20364,Doing other things,37,0,"(100, 132)",JPEG
20366,Doing other things,37,0,"(100, 176)",JPEG
20370,Doing other things,37,0,"(100, 176)",JPEG
20374,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20381,Doing other things,37,0,"(100, 132)",JPEG
20410,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20413,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20418,Stop Sign,37,14,"(100, 132)",JPEG
20428,Doing other things,37,0,"(100, 176)",JPEG
20446,Doing other things,37,0,"(100, 176)",JPEG
20455,Doing other things,37,0,"(100, 176)",JPEG
20477,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20490,Stop Sign,37,14,"(100, 176)",JPEG
20498,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20511,Doing other things,37,0,"(100, 176)",JPEG
20524,Doing other things,37,0,"(100, 176)",JPEG
20526,Doing other things,37,0,"(100, 176)",JPEG
20527,Doing other things,37,0,"(100, 176)",JPEG
20534,Stop Sign,37,14,"(100, 176)",JPEG
20554,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20566,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20570,Stop Sign,37,14,"(100, 176)",JPEG
20579,Doing other things,37,0,"(100, 176)",JPEG
20583,Doing other things,37,0,"(100, 176)",JPEG
20607,Stop Sign,37,14,"(100, 132)",JPEG
20623,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20647,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20654,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20669,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20679,Stop Sign,37,14,"(100, 176)",JPEG
20688,Doing other things,37,0,"(100, 176)",JPEG
20689,Doing other things,37,0,"(100, 176)",JPEG
20693,Stop Sign,37,14,"(100, 176)",JPEG
20701,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20710,Doing other things,37,0,"(100, 176)",JPEG
20736,Doing other things,37,0,"(100, 176)",JPEG
20750,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20760,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20788,Doing other things,37,0,"(100, 176)",JPEG
20792,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20802,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20803,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20812,Doing other things,37,0,"(100, 176)",JPEG
20823,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
20825,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
20827,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20829,Doing other things,37,0,"(100, 176)",JPEG
20853,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20855,Doing other things,37,0,"(100, 176)",JPEG
20866,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20870,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20874,Doing other things,37,0,"(100, 132)",JPEG
20878,Doing other things,37,0,"(100, 176)",JPEG
20908,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
20912,Doing other things,37,0,"(100, 176)",JPEG
20913,Doing other things,37,0,"(100, 176)",JPEG
20935,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20943,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20945,Doing other things,37,0,"(100, 176)",JPEG
20956,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20958,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20979,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20981,Doing other things,37,0,"(100, 176)",JPEG
20988,Doing other things,37,0,"(100, 176)",JPEG
21027,Stop Sign,37,14,"(100, 176)",JPEG
21031,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21038,Stop Sign,37,14,"(100, 176)",JPEG
21050,Stop Sign,37,14,"(100, 176)",JPEG
21064,Doing other things,37,0,"(100, 176)",JPEG
21072,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21100,Stop Sign,37,14,"(100, 176)",JPEG
21134,Stop Sign,37,14,"(100, 176)",JPEG
21146,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21151,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
21154,Doing other things,37,0,"(100, 132)",JPEG
21163,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21164,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21165,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21170,Doing other things,37,0,"(100, 176)",JPEG
21179,Doing other things,37,0,"(100, 176)",JPEG
21188,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21201,Doing other things,37,0,"(100, 176)",JPEG
21203,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21211,Doing other things,37,0,"(100, 176)",JPEG
21220,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21221,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21230,Stop Sign,37,14,"(100, 176)",JPEG
21237,Doing other things,37,0,"(100, 176)",JPEG
21244,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21298,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21319,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21333,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21344,Doing other things,37,0,"(100, 176)",JPEG
21359,Doing other things,37,0,"(100, 176)",JPEG
21365,Doing other things,37,0,"(100, 176)",JPEG
21369,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21370,Doing other things,37,0,"(100, 176)",JPEG
21381,Stop Sign,37,14,"(100, 176)",JPEG
21384,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
21399,Stop Sign,37,14,"(100, 176)",JPEG
21407,Doing other things,37,0,"(100, 176)",JPEG
21410,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21433,Doing other things,37,0,"(100, 132)",JPEG
21435,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21468,Doing other things,37,0,"(100, 176)",JPEG
21469,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21479,Stop Sign,37,14,"(100, 176)",JPEG
21480,Doing other things,37,0,"(100, 176)",JPEG
21489,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21499,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21502,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21517,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21519,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21540,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21542,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21543,Doing other things,37,0,"(100, 176)",JPEG
21544,Stop Sign,37,14,"(100, 176)",JPEG
21547,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21564,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21633,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21672,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21705,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21721,Doing other things,37,0,"(100, 176)",JPEG
21737,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21752,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21753,Stop Sign,37,14,"(100, 176)",JPEG
21756,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21763,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21765,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21770,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21773,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21778,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21784,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21798,Doing other things,37,0,"(100, 176)",JPEG
21802,Stop Sign,37,14,"(100, 176)",JPEG
21812,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21814,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21819,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21826,Stop Sign,37,14,"(100, 176)",JPEG
21845,Doing other things,37,0,"(100, 132)",JPEG
21855,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21863,Doing other things,37,0,"(100, 176)",JPEG
21873,Doing other things,37,0,"(100, 176)",JPEG
21911,Doing other things,37,0,"(100, 176)",JPEG
21934,Doing other things,37,0,"(100, 176)",JPEG
21935,Doing other things,37,0,"(100, 132)",JPEG
21936,Stop Sign,37,14,"(100, 176)",JPEG
21942,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21949,Stop Sign,37,14,"(100, 176)",JPEG
21963,Stop Sign,37,14,"(100, 176)",JPEG
21966,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22031,Doing other things,37,0,"(100, 132)",JPEG
22047,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22051,Doing other things,37,0,"(100, 176)",JPEG
22054,Doing other things,37,0,"(100, 176)",JPEG
22064,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
22070,Doing other things,37,0,"(100, 176)",JPEG
22072,Stop Sign,37,14,"(100, 176)",JPEG
22074,Stop Sign,37,14,"(100, 132)",JPEG
22080,Stop Sign,37,14,"(100, 176)",JPEG
22201,Stop Sign,37,14,"(100, 176)",JPEG
22210,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22222,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22252,Doing other things,37,0,"(100, 176)",JPEG
22255,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22263,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22294,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22304,Doing other things,37,0,"(100, 176)",JPEG
22311,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22314,Doing other things,37,0,"(100, 176)",JPEG
22315,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
22316,Doing other things,37,0,"(100, 176)",JPEG
22318,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22322,Stop Sign,37,14,"(100, 176)",JPEG
